StartDate,EndDate,Status,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,ExternalReference,DistributionChannel,UserLanguage,QID1185,QID1186,Q11,Q32,Q13,Q23,Q24,Q25,Q26,Q27,Q28,Q29,Q30,Q43,Q44,Q45,Q46,Q47,Q48,Q49,Q50,Q51,Q52_1,Q54_1,Q147_1,Q147_2,Q147_3,Q147_4,Q147_5,Q147_6,Q147_7,Q147_8,Q147_9,Q61_1,Q61_2,Q61_3,Q61_4,Q61_5,Q61_6,Q61_7,Q61_8,Q61_9,Q62_1,Q62_2,Q62_3,Q62_4,Q62_5,Q62_6,Q62_7,Q62_8,Q62_9,Q62_10,Q62_11,Q62_12,Q62_13,Q62_14,Q62_15,Q62_16,Q62_17,Q62_18,Q62_19,Q62_20,Q62_21,Q62_22,Q62_23,Q62_24,Q62_25,Q62_26,Q62_27,Q62_28,Q62_29,Q62_30,QID1158,QID1158_4_TEXT,QID1157,QID1154,QID1155,QID1156,QID1215065339,QID1215065339_4_TEXT,QID1215065340,QID1215065341,QID1215065342,condition
2025-12-05 08:38:37,2025-12-05 08:45:48,IP Address,100,430,True,2025-12-05 08:45:49,R_7dgFFgSktipRahL,NA,anonymous,EN,Yes,67ac8ac7ff629901b8ab0ffd,NA,Tails,NA,NA,NA,NA,NA,NA,NA,NA,NA,Heads,Heads,Tails,Heads,Tails,Heads,Tails,Tails,Heads,3,100,Probably true,Probably not true,Probably true,Probably true,Probably true,Probably true,Probably true,Probably true,Definitely true,Unsure,Probably not true,Unsure,Probably true,Definitely not true,Probably true,Probably true,Definitely true,Unsure,Definitely not true,Definitely not true,Definitely not true,Definitely not true,Definitely not true,Definitely not true,Definitely true,Definitely not true,Definitely not true,Unsure,Definitely not true,Unsure,Probably true,Definitely not true,Definitely not true,Unsure,Probably true,Probably true,Definitely true,Definitely true,Definitely not true,Definitely true,Probably true,Definitely not true,Definitely true,Definitely not true,Definitely not true,Definitely not true,Probably true,Definitely not true,Female,NA,35-44 years old,White or Caucasian,Associates or technical degree,"$25,000-$49,999",Republican,NA,Strong,Not very strong,Republican,low
2025-12-05 08:40:22,2025-12-05 08:45:58,IP Address,100,336,True,2025-12-05 08:45:59,R_52nKY2boYu8YplY,NA,anonymous,EN,Yes,62d43bf9cb693bf6980c5ea9,NA,Heads,NA,NA,NA,NA,NA,NA,NA,NA,NA,Heads,Heads,Heads,Heads,Heads,Heads,Heads,Heads,Heads,1,50,Probably true,Definitely not true,Unsure,Probably not true,Definitely not true,Definitely true,Definitely not true,Definitely not true,Definitely true,Unsure,Unsure,Unsure,Unsure,Definitely not true,Unsure,Unsure,Definitely true,Unsure,Definitely not true,Definitely not true,Definitely not true,Definitely not true,Definitely not true,Definitely not true,Definitely true,Definitely not true,Definitely not true,Definitely true,Definitely not true,Definitely true,Definitely true,Definitely not true,Definitely not true,Definitely true,Definitely not true,Definitely true,Definitely not true,Definitely not true,Definitely not true,Definitely true,Definitely true,Definitely not true,Definitely not true,Definitely not true,Definitely not true,Definitely not true,Definitely not true,Definitely not true,Female,NA,55-64 years old,White or Caucasian,Bachelor’s degree,"Less than $25,000",Democrat,NA,Not very strong,Strong,Democratic,low
2025-12-05 08:37:49,2025-12-05 08:46:11,IP Address,100,501,True,2025-12-05 08:46:11,R_3KeUfCAOY640CZA,NA,anonymous,EN,Yes,675db540aa7e20750aa47a71,NA,Tails,NA,NA,NA,NA,NA,NA,NA,NA,NA,Heads,Tails,Heads,Heads,Tails,Heads,Tails,Heads,Heads,3,80,Definitely true,Probably not true,Unsure,Unsure,Definitely not true,Probably true,Definitely not true,Definitely not true,Definitely not true,Unsure,Probably true,Unsure,Probably not true,Definitely not true,Probably true,Probably not true,Probably true,Unsure,Definitely not true,Definitely not true,Probably true,Definitely not true,Definitely not true,Probably not true,Definitely true,Definitely not true,Definitely not true,Definitely not true,Unsure,Definitely true,Definitely true,Probably true,Probably true,Unsure,Definitely not true,Definitely true,Unsure,Definitely not true,Probably not true,Definitely true,Unsure,Unsure,Probably not true,Probably not true,Definitely not true,Definitely not true,Probably not true,Definitely not true,Male,NA,55-64 years old,White or Caucasian,Bachelor’s degree,"$75,000-$99,999",Independent,NA,Not very strong,Not very strong,Democratic,low
2025-12-05 08:38:29,2025-12-05 08:46:49,IP Address,100,500,True,2025-12-05 08:46:50,R_7HO0cl3X9FSfhYZ,NA,anonymous,EN,Yes,5e2926d80beb030ede110e67,Heads,NA,Tails,Heads,Tails,Heads,Heads,Heads,Heads,Heads,Heads,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,31,Definitely true,Probably true,Unsure,Definitely true,Probably true,Probably true,Probably not true,Probably true,Unsure,Probably not true,Probably true,Probably true,Unsure,Probably not true,Probably true,Probably true,Unsure,Probably true,Definitely true,Definitely not true,Definitely not true,Definitely not true,Definitely not true,Definitely true,Definitely true,Definitely not true,Definitely not true,Probably not true,Definitely not true,Definitely true,Probably true,Definitely not true,Definitely not true,Probably not true,Definitely not true,Definitely true,Probably true,Definitely not true,Definitely not true,Definitely not true,Definitely true,Definitely not true,Definitely not true,Definitely not true,Probably not true,Definitely not true,Definitely not true,Definitely not true,Female,NA,45-54 years old,White or Caucasian,Bachelor’s degree,"Less than $25,000",Republican,NA,Not very strong,NA,Republican,high
2025-12-05 08:38:54,2025-12-05 08:56:03,IP Address,100,1028,True,2025-12-05 08:56:03,R_1E3SR0K5XUnODab,NA,anonymous,EN,Yes,67f8607be129189cd9ea4c0a,NA,Heads,NA,NA,NA,NA,NA,NA,NA,NA,NA,Tails,Tails,Tails,Heads,Heads,Tails,Tails,Tails,Heads,1,90,Definitely true,Probably true,Definitely true,Definitely true,Probably true,Probably true,Unsure,Probably true,Unsure,Unsure,Probably not true,Unsure,Probably true,Definitely not true,Probably true,Definitely true,Definitely true,Definitely not true,Probably not true,Definitely not true,Definitely true,Definitely not true,Probably true,Probably not true,Definitely true,Definitely not true,Definitely not true,Definitely true,Probably not true,Probably not true,Definitely not true,Probably not true,Definitely not true,Definitely not true,Definitely true,Definitely true,Probably not true,Definitely not true,Definitely not true,Probably true,Probably not true,Probably not true,Probably true,Probably true,Probably true,Probably true,Probably not true,Probably not true,Male,NA,25-34 years old,Black or African American,"Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS etc.)","$150,000 or more",Republican,NA,Strong,Not very strong,Republican,low
2025-12-05 08:46:44,2025-12-05 08:57:06,IP Address,100,621,True,2025-12-05 08:57:07,R_8CJHiEyzrJbCl8G,NA,anonymous,EN,Yes,653b07dc6d0abbc519239d1c,NA,Tails,NA,NA,NA,NA,NA,NA,NA,NA,NA,Tails,Heads,Tails,Heads,Heads,Heads,Tails,Heads,Tails,5,70,Probably true,Unsure,Definitely true,Definitely true,Probably true,Definitely not true,Probably true,Definitely not true,Definitely not true,Unsure,Unsure,Unsure,Unsure,Probably not true,Probably true,Unsure,Probably true,Unsure,Unsure,Definitely not true,Definitely not true,Definitely not true,Definitely not true,Definitely not true,Definitely true,Definitely not true,Definitely not true,Definitely not true,Unsure,Definitely true,Definitely true,Definitely not true,Definitely not true,Unsure,Definitely not true,Definitely true,Definitely true,Probably not true,Definitely not true,Definitely true,Definitely true,Definitely not true,Probably not true,Definitely not true,Definitely not true,Definitely not true,Probably not true,Definitely not true,Female,NA,65+ years old,Black or African American,Bachelor’s degree,"Less than $25,000",Republican,NA,Strong,NA,Republican,low
2025-12-05 08:44:51,2025-12-05 08:58:00,IP Address,100,789,True,2025-12-05 08:58:01,R_6eyN6OP1Z1R4yjo,NA,anonymous,EN,Yes,6151e479b4ee16668948c7f2,Heads,NA,Tails,Heads,Heads,Heads,Heads,Heads,Heads,Tails,Heads,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,71,Probably not true,Unsure,Definitely not true,Unsure,Probably not true,Unsure,Probably not true,Probably not true,Probably not true,Probably not true,Unsure,Unsure,Definitely not true,Definitely not true,Probably not true,Unsure,Probably true,Unsure,Definitely not true,Definitely not true,Definitely not true,Definitely not true,Definitely not true,Definitely not true,Definitely true,Definitely not true,Definitely not true,Probably not true,Definitely not true,Definitely true,Probably true,Definitely not true,Definitely not true,Definitely true,Definitely not true,Definitely true,Definitely not true,Definitely not true,Definitely not true,Definitely true,Definitely true,Definitely not true,Definitely not true,Definitely not true,Definitely not true,Definitely not true,Definitely not true,Definitely not true,Male,NA,65+ years old,White or Caucasian,Bachelor’s degree,"$100,000-$149,999",Democrat,NA,Not very strong,Not very strong,Democratic,high
2025-12-05 08:39:52,2025-12-05 08:58:11,IP Address,100,1099,True,2025-12-05 08:58:12,R_3oqnbEF4evjhEdd,NA,anonymous,EN,Yes,6766cc67631cac455823b52c,Tails,NA,Tails,Heads,Heads,Heads,Tails,Tails,Heads,Heads,Tails,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,100,Definitely true,Probably true,Unsure,Probably true,Definitely not true,Probably true,Definitely true,Unsure,Probably true,Probably true,Unsure,Probably true,Definitely true,Definitely not true,Probably true,Definitely true,Definitely true,Definitely true,Unsure,Definitely not true,Definitely not true,Unsure,Definitely not true,Definitely not true,Definitely true,Definitely not true,Probably not true,Unsure,Definitely not true,Definitely true,Definitely true,Definitely not true,Probably not true,Probably not true,Unsure,Definitely true,Definitely not true,Definitely not true,Probably not true,Definitely not true,Probably not true,Definitely not true,Unsure,Definitely not true,Probably true,Unsure,Probably not true,Probably not true,Male,NA,45-54 years old,Black or African American,Bachelor’s degree,"$100,000-$149,999",Republican,NA,Strong,Not very strong,Republican,high
2025-12-05 08:49:55,2025-12-05 08:59:30,IP Address,100,575,True,2025-12-05 08:59:32,R_3DBg5fej2mfzInI,NA,anonymous,EN,Yes,5c7ecfbb4243370001ed2f0e,NA,Heads,NA,NA,NA,NA,NA,NA,NA,NA,NA,Tails,Heads,Heads,Heads,Heads,Heads,Heads,Tails,Heads,7,60,Probably true,Definitely not true,Probably not true,Probably true,Definitely not true,Unsure,Definitely not true,Probably not true,Probably true,Probably not true,Unsure,Unsure,Probably not true,Definitely not true,Probably not true,Probably true,Definitely true,Unsure,Definitely not true,Definitely not true,Probably true,Definitely not true,Unsure,Definitely not true,Probably true,Definitely not true,Probably not true,Probably true,Definitely not true,Definitely true,Unsure,Definitely not true,Definitely not true,Definitely true,Definitely not true,Probably true,Probably not true,Definitely not true,Definitely not true,Definitely true,Probably not true,Unsure,Definitely not true,Probably true,Probably true,Definitely true,Definitely not true,Definitely not true,Female,NA,25-34 years old,"Asian,Other","Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS etc.)","$100,000-$149,999",Democrat,NA,Not very strong,Strong,Democratic,low
2025-12-05 08:46:05,2025-12-05 09:05:09,IP Address,100,1143,True,2025-12-05 09:05:09,R_7PENFrp8rxjLJrp,NA,anonymous,EN,Yes,66b62d378900b27a626cf2ba,NA,Heads,NA,NA,NA,NA,NA,NA,NA,NA,NA,Tails,Tails,Heads,Tails,Heads,Heads,Heads,Tails,Tails,2,100,Definitely true,Probably not true,Probably true,Probably true,Definitely not true,Probably true,Definitely not true,Definitely not true,Definitely true,Probably true,Probably true,Probably true,Probably not true,Definitely not true,Definitely true,Probably true,Probably true,Probably true,Definitely true,Definitely not true,Definitely not true,Probably not true,Definitely not true,Definitely not true,Probably true,Definitely not true,Definitely true,Definitely true,Definitely true,Definitely true,Probably true,Definitely not true,Definitely not true,Probably not true,Definitely not true,Definitely not true,Definitely not true,Definitely not true,Definitely not true,Definitely true,Definitely not true,Definitely not true,Definitely not true,Definitely not true,Definitely not true,Definitely true,Probably true,Definitely not true,Female,NA,25-34 years old,White or Caucasian,Bachelor’s degree,"$75,000-$99,999",Independent,NA,Not very strong,Not very strong,Republican,low
2025-12-05 09:00:14,2025-12-05 09:05:57,IP Address,100,342,True,2025-12-05 09:05:58,R_72gUooO2dMswzpC,NA,anonymous,EN,Yes,62349dcdec7c3f8e7e1bc90b,Heads,NA,Tails,Heads,Heads,Heads,Heads,Heads,Heads,Tails,Tails,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,72,Probably not true,Definitely not true,Probably not true,Probably not true,Probably not true,Probably not true,Definitely not true,Definitely not true,Probably not true,Probably not true,Probably not true,Probably not true,Definitely not true,Definitely not true,Unsure,Probably not true,Probably not true,Probably not true,Probably not true,Definitely not true,Probably true,Definitely not true,Unsure,Definitely not true,Probably true,Definitely not true,Definitely not true,Probably not true,Probably not true,Unsure,Probably true,Definitely not true,Definitely not true,Unsure,Definitely not true,Probably true,Probably not true,Probably not true,Definitely not true,Probably true,Definitely not true,Probably true,Definitely not true,Probably not true,Probably true,Definitely not true,Probably true,Definitely not true,Female,NA,55-64 years old,White or Caucasian,Bachelor’s degree,"$75,000-$99,999",Democrat,NA,Not very strong,Not very strong,Democratic,high
2025-12-05 08:54:27,2025-12-05 09:06:10,IP Address,100,703,True,2025-12-05 09:06:11,R_59fDmghmL1JyJ69,NA,anonymous,EN,Yes,66294848642a13eec741c3e4,NA,Heads,NA,NA,NA,NA,NA,NA,NA,NA,NA,Tails,Heads,Heads,Heads,Heads,Tails,Tails,Heads,Heads,5,95,Probably true,Definitely not true,Probably true,Probably not true,Definitely not true,Unsure,Definitely not true,Definitely not true,Unsure,Probably not true,Unsure,Unsure,Probably true,Probably not true,Probably true,Definitely not true,Probably true,Unsure,Definitely not true,Definitely not true,Definitely not true,Definitely not true,Definitely not true,Probably not true,Definitely true,Definitely not true,Definitely not true,Probably not true,Definitely not true,Definitely true,Unsure,Definitely not true,Definitely not true,Probably not true,Definitely not true,Definitely true,Definitely not true,Probably true,Definitely not true,Definitely true,Unsure,Unsure,Definitely not true,Definitely not true,Probably not true,Definitely not true,Definitely not true,Definitely not true,Female,NA,45-54 years old,White or Caucasian,"Some college, but no degree","$75,000-$99,999",Democrat,NA,Not very strong,Not very strong,Democratic,low
2025-12-05 08:48:10,2025-12-05 09:07:36,IP Address,100,1165,True,2025-12-05 09:07:36,R_7diwJtBWIIWxnrk,NA,anonymous,EN,Yes,6642690a93cc7510324fc235,Heads,NA,Tails,Heads,Heads,Heads,Heads,Heads,Heads,Heads,Tails,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,36,Definitely true,Unsure,Probably true,Definitely true,Probably true,Probably true,Definitely true,Probably true,Probably true,Probably true,Unsure,Probably true,Unsure,Unsure,Definitely true,Unsure,Unsure,Probably true,Probably true,Probably true,Probably not true,Definitely true,Probably true,Unsure,Unsure,Probably true,Probably true,Probably true,Probably true,Definitely true,Unsure,Unsure,Probably true,Probably true,Probably true,Probably not true,Unsure,Probably true,Probably true,Probably not true,Probably not true,Probably true,Probably true,Definitely true,Definitely true,Probably true,Probably true,Probably true,Female,NA,35-44 years old,White or Caucasian,High school diploma or GED,"$25,000-$49,999",Democrat,NA,Not very strong,Strong,Democratic,high
2025-12-05 09:01:40,2025-12-05 09:10:23,IP Address,100,522,True,2025-12-05 09:10:23,R_30OO5QC4LVNgnEx,NA,anonymous,EN,Yes,66046f7689c4f0da055f17c5,NA,Heads,NA,NA,NA,NA,NA,NA,NA,NA,NA,Heads,Tails,Heads,Heads,Tails,Heads,Heads,Tails,Tails,2,90,Definitely true,Unsure,Definitely not true,Probably true,Definitely true,Probably not true,Probably not true,Definitely not true,Probably not true,Probably true,Unsure,Probably true,Unsure,Probably not true,Definitely true,Unsure,Definitely true,Probably true,Definitely not true,Definitely not true,Definitely not true,Definitely not true,Definitely not true,Definitely not true,Definitely true,Definitely not true,Definitely not true,Definitely not true,Definitely not true,Probably true,Definitely true,Definitely not true,Definitely not true,Probably true,Definitely not true,Definitely true,Definitely true,Definitely not true,Definitely not true,Definitely true,Probably not true,Definitely not true,Probably not true,Definitely not true,Definitely not true,Definitely not true,Definitely not true,Definitely not true,Male,NA,45-54 years old,Black or African American,"Some college, but no degree","$75,000-$99,999",Republican,NA,Strong,Not very strong,Republican,low
